Trial,Ping Duration,Distance (cm),Ping Time (us),Delay (us),Steps,Arduino ID,Sensor ID,Range (cm),Sensor length (cm),Color of sensor,Angle on XY plane,side a (cm),side b (cm),side c (cm),Angle on YZ plane,Sensor Configuration,Sensor Angle,Surface material,Surface Length (cm),Surface Width (cm)
73,3328,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
74,3384,43,2463,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
75,3384,43,2463,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
76,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
77,3356,42,2435,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
78,3360,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
79,3340,42,2419,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
80,3328,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
81,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
82,3364,42,2435,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
83,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
84,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
85,3356,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
86,3344,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
87,3328,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
88,3356,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
89,3364,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
90,3336,42,2411,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
91,3352,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
92,3360,42,2443,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
93,3364,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
94,3332,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
95,3380,43,2455,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
96,3360,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
97,3336,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
98,3332,42,2415,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
99,3352,42,2439,16800,2620,11,3,43,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
0,3096,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,3116,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,3096,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,3100,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,3112,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,3104,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,3092,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,3092,38,2167,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,3096,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
11,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
12,3096,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
13,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
14,3072,37,2151,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
15,3092,38,2167,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
16,3092,38,2167,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
17,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
18,3072,37,2151,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
19,3092,38,2167,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
20,3068,37,2151,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
21,3068,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
22,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
23,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
24,3068,37,2151,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
25,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
26,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
27,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
28,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
29,3072,37,2151,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
30,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
31,3084,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
32,3120,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
33,3108,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
34,3108,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
35,3108,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
36,3108,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
37,3108,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
38,3108,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
39,3088,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
40,3112,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
41,3112,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
42,3112,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
43,3112,38,2199,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
44,3088,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
45,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
46,3088,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
47,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
48,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
49,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
50,3060,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
51,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
52,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
53,3096,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
54,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
55,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
56,3072,37,2151,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
57,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
58,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
59,3072,37,2143,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
60,3072,37,2143,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
61,3096,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
62,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
63,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
64,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
65,3096,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
66,3092,38,2167,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
67,3096,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
68,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
69,3096,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
70,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
71,3096,38,2167,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
72,3096,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
73,3092,38,2179,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
74,3088,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
75,3108,38,2191,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
76,3112,38,2191,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
77,3108,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
78,3112,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
79,3112,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
80,3108,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
81,3108,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
82,3108,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
83,3112,38,2191,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
84,3116,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
85,3112,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
86,3112,38,2195,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
87,3088,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
88,3100,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
89,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
90,3096,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
91,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
92,3072,37,2143,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
93,3096,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
94,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
95,3096,38,2175,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
96,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
97,3072,37,2147,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
98,3092,38,2171,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
99,3068,37,2143,16800,3930,11,3,38,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
0,2884,34,1955,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,2868,34,1955,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,2880,34,1955,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,2880,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,2896,34,1975,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,2864,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,2868,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,2872,34,1943,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
11,2864,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
12,2892,34,1971,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
13,2888,34,1975,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
14,2868,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
15,2868,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
16,2892,34,1971,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
17,2888,34,1975,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
18,2864,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
19,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
20,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
21,2872,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
22,2864,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
23,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
24,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
25,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
26,2900,34,1975,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
27,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
28,2872,34,1955,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
29,2892,34,1979,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
30,2876,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
31,2852,33,1927,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
32,2848,33,1931,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
33,2856,33,1927,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
34,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
35,2876,34,1955,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
36,2876,34,1955,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
37,2848,33,1931,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
38,2852,33,1923,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
39,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
40,2900,34,1979,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
41,2876,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
42,2896,34,1971,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
43,2892,34,1971,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
44,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
45,2864,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
46,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
47,2872,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
48,2864,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
49,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
50,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
51,2872,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
52,2872,34,1943,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
53,2864,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
54,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
55,2864,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
56,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
57,2872,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
58,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
59,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
60,2864,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
61,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
62,2896,34,1975,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
63,2896,34,1971,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
64,2892,34,1971,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
65,2888,34,1975,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
66,2896,34,1971,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
67,2876,34,1955,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
68,2876,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
69,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
70,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
71,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
72,2876,34,1955,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
73,2876,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
74,2876,34,1955,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
75,2868,34,1955,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
76,2892,34,1971,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
77,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
78,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
79,2876,34,1955,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
80,2896,34,1979,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
81,2892,34,1971,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
82,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
83,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
84,2872,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
85,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
86,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
87,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
88,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
89,2872,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
90,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
91,2868,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
92,2864,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
93,2864,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
94,2872,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
95,2872,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
96,2864,34,1947,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
97,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
98,2868,34,1951,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
99,2896,34,1971,16800,5240,11,3,33,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
0,2564,28,1647,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
1,2584,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
2,2572,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
3,2580,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
4,2596,29,1671,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
5,2572,28,1647,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
6,2544,28,1623,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
7,2564,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
8,2544,28,1627,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
9,2548,28,1627,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
10,2568,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
11,2568,28,1647,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
12,2540,28,1627,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
13,2548,28,1627,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
14,2536,28,1623,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
15,2572,28,1647,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
16,2540,28,1627,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
17,2548,28,1623,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
18,2564,28,1643,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
19,2572,29,1655,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
20,2544,28,1623,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
21,2568,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
22,2544,28,1627,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
23,2572,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
24,2564,28,1643,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
25,2564,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
26,2572,28,1647,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
27,2564,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
28,2568,29,1655,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
29,2568,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
30,2568,29,1655,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
31,2564,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
32,2576,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
33,2568,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
34,2576,29,1655,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
35,2568,28,1647,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
36,2576,29,1655,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
37,2588,29,1671,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
38,2572,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
39,2564,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
40,2576,28,1647,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
41,2568,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
42,2576,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
43,2568,28,1651,16800,6550,11,3,28,,b,0,18.3,,0,0,HTR,90,wood,31,30.5
